20150601|101 |0|1|22939|1103|2052|1577|850|554|29075|
20150601|101 |0|2|66761|2198|7970|0|1|3391|80321|
20150601|101 |1|1|19793|1316|1887|2016|1290|1839|28141|
20150601|101 |1|2|59030|2534|8205|0|1|3180|72950|
20150601|190 |0|1|13933|1340|2293|2104|1257|349|21276|
20150601|190 |0|2|41367|2364|2149|0|2|2121|48003|
20150601|190 |1|1|12554|1249|1895|1938|1347|1045|20028|
20150601|190 |1|2|36023|2180|2155|0|2|1960|42320|
20150601|253 |0|1|21070|1577|2997|2914|2058|706|31322|
20150601|253 |0|2|68661|2483|759|2|2|4427|76334|
20150601|253 |1|1|18131|1650|2559|2762|2758|1916|29776|
20150601|253 |1|2|60889|2579|736|0|1|4100|68305|
20150601|254 |0|1|9839|1109|1476|1828|3671|365|18288|
20150601|254 |0|2|30754|1427|736|0|0|2437|35354|
20150601|254 |1|1|9561|925|1376|1532|2701|1014|17109|
20150601|254 |1|2|28318|1223|732|0|0|2246|32519|
20150601|651 |0|1|6684|292|400|354|480|199|8409|
20150601|651 |0|2|17576|477|751|0|0|1072|19876|
20150601|651 |1|1|6516|315|459|348|414|641|8693|
20150601|651 |1|2|17958|515|739|0|0|1147|20359|
20150601|685 |0|1|6449|704|1459|1579|3159|198|13548|
20150601|685 |0|2|15129|864|753|0|0|921|17667|
20150601|685 |1|1|4321|754|1243|1390|2897|457|11062|
20150601|685 |1|2|14698|933|860|0|0|997|17488|
20150602|101 |0|1|21224|1209|2223|1715|1027|539|27937|
20150602|101 |0|2|65015|2366|7926|0|1|3145|78453|
20150602|101 |1|1|19662|1485|2193|2540|1571|1703|29154|
20150602|101 |1|2|60292|2740|8152|0|2|3078|74264|
20150602|190 |0|1|12730|1432|2546|2341|1249|326|20624|
20150602|190 |0|2|38909|2498|2128|0|2|2050|45587|
20150602|190 |1|1|12295|1377|2235|2654|1522|1003|21086|
20150602|190 |1|2|37070|2478|2109|1|2|1950|43610|
20150602|253 |0|1|19214|1791|3107|2995|2251|631|29989|
20150602|253 |0|2|65915|2702|827|0|0|4363|73807|
20150602|253 |1|1|17720|1813|2774|3355|3042|1891|30595|
20150602|253 |1|2|60730|2731|732|0|0|4085|68278|
20150602|254 |0|1|8651|1100|1365|1832|3917|315|17180|
20150602|254 |0|2|28546|1372|703|0|2|2162|32785|
20150602|254 |1|1|9271|1013|1543|1802|3095|1042|17766|
20150602|254 |1|2|29239|1284|733|0|0|2188|33444|
20150602|651 |0|1|6748|287|425|384|386|199|8429|
20150602|651 |0|2|17455|500|802|0|0|1070|19827|
20150602|651 |1|1|6436|331|512|357|328|580|8544|
20150602|651 |1|2|17119|545|786|0|0|1090|19540|
20150602|685 |0|1|4401|723|1516|1701|3525|169|12035|
20150602|685 |0|2|15636|914|875|0|0|1005|18430|
20150602|685 |1|1|4118|807|1383|1646|3157|421|11532|
20150602|685 |1|2|15050|934|830|0|0|1007|17821|
20150603|101 |0|1|20561|1133|2131|1630|855|494|26804|
20150603|101 |0|2|63282|2319|8003|0|0|3108|76712|
20150603|101 |1|1|19084|1389|2180|2476|1398|1692|28219|
20150603|101 |1|2|59587|2707|8062|0|1|3067|73424|
20150603|190 |0|1|12742|1337|2469|2061|1145|347|20101|
20150603|190 |0|2|38836|2414|2296|0|1|2026|45573|
20150603|190 |1|1|12192|1355|2096|2431|1476|1057|20607|
20150603|190 |1|2|37531|2356|2238|0|1|2020|44146|
20150603|253 |0|1|18666|1741|3156|2982|2295|600|29440|
20150603|253 |0|2|65060|2652|828|1|0|4262|72803|
20150603|253 |1|1|17463|1841|2786|3198|3071|1844|30203|
20150603|253 |1|2|61688|2752|782|0|0|4145|69367|
20150603|254 |0|1|8744|1128|1438|1860|3819|347|17336|
20150603|254 |0|2|28862|1375|747|0|2|2296|33282|
20150603|254 |1|1|9086|987|1510|1715|3048|1018|17364|
20150603|254 |1|2|28675|1243|727|0|0|2158|32803|
20150603|651 |0|1|6583|304|413|364|386|196|8246|
20150603|651 |0|2|17708|496|781|1|0|971|19957|
20150603|651 |1|1|6360|344|490|294|344|613|8445|
20150603|651 |1|2|16830|519|787|1|0|1011|19148|
20150603|685 |0|1|4177|681|1428|1653|3493|152|11584|
20150603|685 |0|2|15433|950|868|0|0|1025|18276|
20150603|685 |1|1|4271|785|1332|1593|3295|423|11699|
20150603|685 |1|2|14817|1000|850|0|0|1001|17668|
20150604|101 |0|1|21161|1153|2157|1660|930|503|27564|
20150604|101 |0|2|64570|2267|7661|3|2|3181|77684|
20150604|101 |1|1|19772|1362|2161|2378|1443|1764|28880|
20150604|101 |1|2|62290|2638|7833|3|3|3130|75897|
20150604|190 |0|1|12665|1369|2463|2137|1255|325|20214|
20150604|190 |0|2|39614|2386|2141|0|5|1966|46112|
20150604|190 |1|1|12503|1392|2135|2459|1472|996|20957|
20150604|190 |1|2|38639|2365|2087|1|4|1889|44985|
20150604|253 |0|1|18958|1833|2986|3000|2395|608|29780|
20150604|253 |0|2|65691|2670|712|1|0|4329|73403|
20150604|253 |1|1|17427|1783|2689|3218|3127|1829|30073|
20150604|253 |1|2|61142|2696|674|1|0|4058|68571|
20150604|254 |0|1|8852|1025|1337|1735|3851|342|17142|
20150604|254 |0|2|29098|1384|703|0|2|2258|33445|
20150604|254 |1|1|9198|976|1403|1676|2927|1009|17189|
20150604|254 |1|2|29158|1225|692|0|0|2182|33257|
20150604|651 |0|1|6720|280|411|401|460|193|8465|
20150604|651 |0|2|18446|503|788|0|0|1075|20812|
20150604|651 |1|1|6199|317|475|351|398|552|8292|
20150604|651 |1|2|17495|539|758|0|0|1032|19824|
20150604|685 |0|1|4040|707|1439|1629|3432|147|11394|
20150604|685 |0|2|15404|921|838|0|0|975|18138|
20150604|685 |1|1|3999|734|1325|1521|3305|440|11324|
20150604|685 |1|2|14889|960|811|0|0|1013|17673|
20150605|101 |0|1|24247|1067|2063|1366|862|547|30152|
20150605|101 |0|2|70722|2223|8143|0|2|3414|84504|
20150605|101 |1|1|21696|1393|2061|2359|1387|1937|30833|
20150605|101 |1|2|65496|2632|8407|0|2|3284|79821|
20150605|190 |0|1|16034|1331|2262|1841|1154|397|23019|
20150605|190 |0|2|46250|2293|2127|0|2|2136|52808|
20150605|190 |1|1|14471|1296|2063|2494|1468|1206|22998|
20150605|190 |1|2|43586|2349|2212|0|2|2176|50325|
20150605|253 |0|1|22092|1710|2969|2715|2244|663|32393|
20150605|253 |0|2|71410|2518|720|0|0|4576|79224|
20150605|253 |1|1|20068|1756|2736|3153|3124|2025|32862|
20150605|253 |1|2|66252|2732|756|0|0|4426|74166|
20150605|254 |0|1|9809|1031|1390|1653|3649|406|17938|
20150605|254 |0|2|30950|1368|689|0|0|2354|35361|
20150605|254 |1|1|9894|947|1380|1711|2900|1121|17953|
20150605|254 |1|2|29840|1228|611|0|0|2191|33870|
20150605|685 |0|1|5325|725|1344|1600|3261|170|12425|
20150605|685 |0|2|18329|882|894|0|0|1110|21215|
20150605|685 |1|1|4970|739|1455|1490|3170|491|12315|
20150605|685 |1|2|16913|937|794|0|0|1146|19790|
20150606|101 |0|1|28233|605|1214|650|495|429|31626|
20150606|101 |0|2|66017|1271|7013|0|0|2536|76837|
20150606|101 |1|1|25087|786|1274|1103|708|1916|30874|
20150606|101 |1|2|61240|1656|6970|1|0|2478|72345|
20150606|190 |0|1|19677|609|1111|713|636|322|23068|
20150606|190 |0|2|45677|1102|1783|0|0|1735|50297|
20150606|190 |1|1|16408|634|1116|882|841|1196|21077|
20150606|190 |1|2|38800|1112|1830|0|0|1572|43314|
20150606|253 |0|1|26513|727|1109|879|1219|518|30965|
20150606|253 |0|2|62861|1142|520|0|0|3035|67558|
20150606|253 |1|1|22534|746|1088|1185|1899|1992|29444|
20150606|253 |1|2|57477|1193|485|0|0|3045|62200|
20150606|254 |0|1|11838|446|597|634|1741|299|15555|
20150606|254 |0|2|27737|588|599|0|0|1646|30570|
20150606|254 |1|1|12227|449|702|828|1426|1205|16837|
20150606|254 |1|2|28706|636|642|0|0|1686|31670|
20150606|651 |0|1|15857|182|353|203|174|387|17156|
20150606|651 |0|2|26006|211|541|0|0|1084|27842|
20150606|651 |1|1|11229|177|254|141|165|878|12844|
20150606|651 |1|2|24832|284|748|0|0|1027|26891|
20150606|685 |0|1|6794|266|531|626|1381|145|9743|
20150606|685 |0|2|16810|336|873|0|0|740|18759|
20150606|685 |1|1|5726|270|605|614|1547|501|9263|
20150606|685 |1|2|14607|321|824|0|0|757|16509|
20150607|101 |0|1|22318|336|783|524|205|353|24519|
20150607|101 |0|2|55079|790|6199|0|0|2260|64328|
20150607|101 |1|1|24252|437|825|889|221|1750|28374|
20150607|101 |1|2|57173|783|6489|0|0|2175|66620|
20150607|190 |0|1|13437|340|642|617|219|248|15503|
20150607|190 |0|2|31514|610|1775|0|0|1379|35278|
20150607|190 |1|1|17881|354|576|713|218|1275|21017|
20150607|190 |1|2|41737|585|1750|0|0|1560|45632|
20150607|253 |0|1|20513|392|550|542|514|407|22918|
20150607|253 |0|2|50715|605|407|0|0|2703|54430|
20150607|253 |1|1|23089|312|458|508|582|1899|26848|
20150607|253 |1|2|54255|510|418|0|0|2534|57717|
20150607|254 |0|1|10001|182|260|309|489|273|11514|
20150607|254 |0|2|23313|317|650|0|0|1366|25646|
20150607|254 |1|1|10815|172|286|243|310|1043|12869|
20150607|254 |1|2|23921|246|638|0|0|1354|26159|
20150607|651 |0|1|8556|81|92|62|26|184|9001|
20150607|651 |0|2|19305|119|709|0|0|863|20996|
20150607|651 |1|1|13526|104|114|115|28|1116|15003|
20150607|651 |1|2|31071|132|732|0|0|1253|33188|
20150607|685 |0|1|4707|99|235|241|508|107|5897|
20150607|685 |0|2|11045|126|819|0|0|593|12583|
20150607|685 |1|1|6142|103|204|196|599|476|7720|
20150607|685 |1|2|14775|136|841|0|0|656|16408|
20150608|101 |0|1|22189|1010|2040|1623|850|493|28205|
20150608|101 |0|2|66901|2224|7466|0|2|3384|79977|
20150608|101 |1|1|19493|1195|1753|2077|1184|1745|27447|
20150608|101 |1|2|59723|2476|7702|2|2|3193|73098|
