20160201|101 |0|1|20232|741|1337|1067|362|481|24220|
20160201|101 |0|2|66995|2494|8092|821|676|3534|82612|
20160201|101 |1|1|17723|811|1336|1235|403|1646|23154|
20160201|101 |1|2|60376|2896|8302|1176|1004|3324|77078|
20160201|190 |0|1|11510|947|1479|1278|433|294|15941|
20160201|190 |0|2|40188|2660|2577|993|791|2187|49396|
20160201|190 |1|1|10363|796|1162|1262|430|902|14915|
20160201|190 |1|2|35355|2475|2619|946|886|2048|44329|
20160201|253 |0|1|17995|1040|1783|1607|654|564|23643|
20160201|253 |0|2|64656|2757|1509|1300|1569|4116|75907|
20160201|253 |1|1|15252|1010|1479|1515|924|1716|21896|
20160201|253 |1|2|67786|3279|1690|1248|1971|4405|80379|
20160201|254 |0|1|8369|596|1000|1269|1302|296|12832|
20160201|254 |0|2|31529|1600|1134|639|2391|2359|39652|
20160201|254 |1|1|8194|645|927|1034|1099|952|12851|
20160201|254 |1|2|29421|1414|1050|455|1695|2230|36265|
20160201|651 |0|1|5084|171|237|204|105|155|5956|
20160201|651 |0|2|15493|448|788|149|246|1111|18235|
20160201|651 |1|1|5179|228|311|209|95|565|6587|
20160201|651 |1|2|15893|533|756|137|199|1200|18718|
20160201|685 |0|1|4378|479|1000|999|1146|156|8158|
20160201|685 |0|2|17143|1059|1261|600|2112|1167|23342|
20160201|685 |1|1|3700|465|840|889|944|377|7215|
20160201|685 |1|2|15075|1093|1193|521|2030|1116|21028|
20160202|101 |0|1|19237|784|1410|1080|389|456|23356|
20160202|101 |0|2|65227|2704|8109|902|726|3365|81033|
20160202|101 |1|1|17671|910|1386|1508|483|1593|23551|
20160202|101 |1|2|61075|3146|8290|1337|1190|3290|78328|
20160202|190 |0|1|10921|908|1618|1507|451|282|15687|
20160202|190 |0|2|38240|2884|2654|1068|888|2099|47833|
20160202|190 |1|1|10689|915|1339|1781|608|910|16242|
20160202|190 |1|2|36927|2772|2689|1247|1087|2001|46723|
20160202|253 |0|1|16904|1135|1857|1868|780|553|23097|
20160202|253 |0|2|62298|2914|1698|1507|1849|3961|74227|
20160202|253 |1|1|15555|1121|1750|1915|1077|1615|23033|
20160202|253 |1|2|68283|3445|1849|1597|2298|4426|81898|
20160202|254 |0|1|7945|629|1042|1286|1512|284|12698|
20160202|254 |0|2|30976|1642|1255|683|2756|2321|39633|
20160202|254 |1|1|8434|716|996|1263|1312|902|13623|
20160202|254 |1|2|30247|1458|1067|548|2053|2290|37663|
20160202|651 |0|1|5162|195|275|216|127|167|6142|
20160202|651 |0|2|15242|508|798|186|311|1116|18161|
20160202|651 |1|1|5028|246|343|202|123|525|6467|
20160202|651 |1|2|15616|572|773|138|273|1145|18517|
20160202|685 |0|1|3875|472|995|1065|1244|118|7769|
20160202|685 |0|2|15641|1153|1282|598|2491|1082|22247|
20160202|685 |1|1|3731|536|930|1041|1081|342|7661|
20160202|685 |1|2|15300|1209|1236|578|2269|1045|21637|
20160203|101 |0|1|19708|785|1344|1130|385|459|23811|
20160203|101 |0|2|64894|2703|8160|895|731|3316|80699|
20160203|101 |1|1|18424|912|1319|1511|480|1708|24354|
20160203|101 |1|2|62478|3129|8354|1325|1037|3253|79576|
20160203|190 |0|1|11367|910|1516|1591|458|294|16136|
20160203|190 |0|2|39482|2850|2664|1020|873|2190|49079|
20160203|190 |1|1|11223|897|1304|1823|565|999|16811|
20160203|190 |1|2|38556|2732|2696|1165|1056|2171|48376|
20160203|253 |0|1|17670|1123|1782|1774|695|549|23593|
20160203|253 |0|2|63287|2903|1698|1513|1819|4143|75363|
20160203|253 |1|1|16136|1108|1612|1936|997|1728|23517|
20160203|253 |1|2|70676|3400|1827|1617|2282|4478|84280|
20160203|254 |0|1|8190|646|1028|1251|1437|288|12840|
20160203|254 |0|2|30805|1725|1182|661|2543|2347|39263|
20160203|254 |1|1|8280|682|1025|1224|1290|968|13469|
20160203|254 |1|2|29444|1500|1050|502|2018|2165|36679|
20160203|651 |0|1|4955|184|281|200|110|164|5894|
20160203|651 |0|2|15289|539|773|150|247|1133|18131|
20160203|651 |1|1|4832|239|334|184|117|499|6205|
20160203|651 |1|2|15649|616|791|137|224|1152|18569|
20160203|685 |0|1|4038|473|990|1045|1195|151|7892|
20160203|685 |0|2|16359|1150|1271|598|2430|1109|22917|
20160203|685 |1|1|4039|501|934|966|1028|442|7910|
20160203|685 |1|2|15529|1196|1187|553|2239|1038|21742|
20160204|101 |0|1|21377|781|1338|961|398|452|25307|
20160204|101 |0|2|68150|2658|8145|816|763|3473|84005|
20160204|101 |1|1|18903|922|1449|1410|498|1683|24865|
20160204|101 |1|2|63100|3131|8453|1212|1087|3361|80344|
20160204|190 |0|1|12262|894|1562|1277|457|278|16730|
20160204|190 |0|2|41008|2771|2691|944|850|2200|50464|
20160204|190 |1|1|11927|897|1405|1584|538|1035|17386|
20160204|190 |1|2|39832|2690|2617|1144|968|2247|49498|
20160204|253 |0|1|18714|1098|1837|1736|755|557|24697|
20160204|253 |0|2|64888|2910|1575|1458|1806|4189|76826|
20160204|253 |1|1|17247|1093|1628|1917|994|1845|24724|
20160204|253 |1|2|72514|3398|1789|1531|2334|4715|86281|
20160204|254 |0|1|8601|618|1021|1215|1333|315|13103|
20160204|254 |0|2|32464|1724|1175|650|2570|2338|40921|
20160204|254 |1|1|8692|653|1006|1196|1176|1016|13739|
20160204|254 |1|2|31463|1503|1053|524|2061|2299|38903|
20160204|651 |0|1|5199|170|274|224|97|161|6125|
20160204|651 |0|2|16022|547|813|166|229|1110|18887|
20160204|651 |1|1|5037|220|349|190|106|528|6430|
20160204|651 |1|2|16233|586|810|143|220|1205|19197|
20160204|685 |0|1|4298|434|1043|996|1208|147|8126|
20160204|685 |0|2|17133|1158|1283|647|2472|1096|23789|
20160204|685 |1|1|4179|482|932|1009|1051|419|8072|
20160204|685 |1|2|16214|1186|1239|584|2385|1096|22704|
20160205|101 |0|1|22923|642|1123|766|286|428|26168|
20160205|101 |0|2|70151|2348|9622|635|544|3369|86669|
20160205|101 |1|1|19382|812|1223|1187|428|1792|24824|
20160205|101 |1|2|62476|2859|9354|1078|896|3404|80067|
20160205|190 |0|1|14977|753|1178|963|385|268|18524|
