20150301|101 |0|1|29813|455|729|430|257|461|32145|
20150301|101 |0|2|60435|785|6968|0|1|2321|70510|
20150301|101 |1|1|27898|511|916|695|318|2005|32343|
20150301|101 |1|2|55750|749|7372|0|1|2144|66016|
20150301|190 |0|1|19245|415|590|484|198|322|21254|
20150301|190 |0|2|38155|642|1972|1|0|1488|42258|
20150301|190 |1|1|19352|405|639|585|253|1272|22506|
20150301|190 |1|2|38715|552|1844|0|0|1448|42559|
20150301|253 |0|1|27205|435|508|390|381|532|29451|
20150301|253 |0|2|59760|629|530|0|0|2905|63824|
20150301|253 |1|1|24875|390|497|420|453|2064|28699|
20150301|253 |1|2|53021|495|501|0|0|2591|56608|
20150301|254 |0|1|12512|214|287|335|420|341|14109|
20150301|254 |0|2|26022|335|682|0|0|1494|28533|
20150301|254 |1|1|12196|184|293|310|368|1057|14408|
20150301|254 |1|2|23821|252|662|0|0|1377|26112|
20150301|651 |0|1|7947|78|86|72|56|194|8433|
20150301|651 |0|2|16042|105|821|0|0|811|17779|
20150301|651 |1|1|10734|98|137|77|49|854|11949|
20150301|651 |1|2|23065|118|890|0|0|1023|25096|
20150301|685 |0|1|6384|113|216|253|481|145|7592|
20150301|685 |0|2|13516|102|896|0|0|624|15138|
20150301|685 |1|1|6832|123|198|196|479|584|8412|
20150301|685 |1|2|14713|138|861|0|0|690|16402|
20150302|101 |0|1|22983|1108|1911|1573|892|593|29060|
20150302|101 |0|2|63783|2123|7706|0|0|3252|76864|
20150302|101 |1|1|20767|1325|1956|1887|1274|1920|29129|
20150302|101 |1|2|58303|2457|7992|3|0|3197|71952|
20150302|190 |0|1|14475|1496|2100|2042|1115|383|21611|
20150302|190 |0|2|39761|2193|2037|1|5|2105|46102|
20150302|190 |1|1|12926|1329|1844|1847|1179|1173|20298|
20150302|190 |1|2|34857|2103|2118|5|5|1914|41002|
20150302|253 |0|1|21629|1540|2422|2224|1877|750|30442|
20150302|253 |0|2|67992|2480|574|1|0|4395|75442|
20150302|253 |1|1|17798|1553|1995|2089|2351|1987|27773|
20150302|253 |1|2|58546|2426|587|0|0|3940|65499|
20150302|254 |0|1|9986|1072|1386|1811|3352|377|17984|
20150302|254 |0|2|29088|1347|716|2|0|2241|33394|
20150302|254 |1|1|9576|970|1330|1472|2637|1095|17080|
20150302|254 |1|2|27266|1208|690|0|0|2147|31311|
20150302|651 |0|1|5918|266|337|309|283|213|7326|
20150302|651 |0|2|14129|410|689|0|0|931|16159|
20150302|651 |1|1|5561|296|380|285|249|613|7384|
20150302|651 |1|2|14208|454|672|0|0|982|16316|
20150303|101 |0|1|20595|1179|2083|1551|899|539|26846|
20150303|101 |0|2|58612|2202|7700|0|1|2991|71506|
20150303|101 |1|1|18899|1375|2016|2385|1361|1674|27710|
20150303|101 |1|2|55467|2582|7938|6|1|2990|68984|
20150303|190 |0|1|12023|1444|2182|2008|1182|370|19209|
20150303|190 |0|2|34921|2319|2070|4|0|1955|41269|
20150303|190 |1|1|11423|1360|2114|2305|1341|1064|19607|
20150303|190 |1|2|33570|2287|2106|8|10|1924|39905|
20150303|253 |0|1|18435|1681|2942|2881|1976|652|28567|
20150303|253 |0|2|61736|2483|668|0|0|4128|69015|
20150303|253 |1|1|16718|1767|2657|3038|2467|1774|28421|
20150303|253 |1|2|56773|2574|662|0|0|3785|63794|
20150303|254 |0|1|8646|1033|1373|1768|3331|354|16505|
20150303|254 |0|2|27024|1315|669|0|0|2175|31183|
20150303|254 |1|1|8832|914|1407|1768|2774|943|16638|
20150303|254 |1|2|26487|1237|658|0|0|2035|30417|
20150303|651 |0|1|5430|259|346|320|305|223|6883|
20150303|651 |0|2|13303|398|863|0|3|886|15453|
20150303|651 |1|1|5416|281|450|264|272|574|7257|
20150303|651 |1|2|13678|456|835|0|0|930|15899|
20150303|685 |0|1|4134|709|1311|1567|3069|123|10913|
