집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20140701,101 ,0,1,25242,1599,1903,1640,945,750,32079,
20140701,101 ,0,2,60463,2164,7056,1,2,2975,72661,
20140701,101 ,1,1,23397,1742,2106,2365,1390,2062,33062,
20140701,101 ,1,2,55388,2418,7300,1,0,2825,67932,
20140701,190 ,0,1,14793,1833,2233,2034,1266,400,22559,
20140701,190 ,0,2,34573,2081,1750,0,0,1690,40094,
20140701,190 ,1,1,13687,1656,2032,2450,1571,1090,22486,
20140701,190 ,1,2,32082,2045,1745,0,0,1678,37550,
20140701,253 ,0,1,21631,1764,2469,2366,1780,874,30884,
20140701,253 ,0,2,59705,2357,539,2,0,3828,66431,
20140701,253 ,1,1,20381,2084,2576,2995,3029,2247,33312,
20140701,253 ,1,2,55064,2364,523,1,0,3642,61594,
20140701,254 ,0,1,10774,1200,1498,1734,3677,497,19380,
20140701,254 ,0,2,26534,1355,661,0,1,2043,30594,
20140701,254 ,1,1,11075,1235,1450,1682,2686,1280,19408,
20140701,254 ,1,2,25646,1211,607,0,0,1955,29419,
20140701,651 ,0,1,8132,398,381,401,522,266,10100,
20140701,651 ,0,2,15780,415,742,0,0,924,17861,
20140701,651 ,1,1,7725,411,466,385,467,734,10188,
20140701,651 ,1,2,15281,453,709,0,1,946,17390,
20140701,685 ,0,1,4780,894,1400,1553,3448,168,12243,
20140701,685 ,0,2,13852,879,709,0,0,892,16332,
20140701,685 ,1,1,4478,925,1267,1475,3066,414,11625,
20140701,685 ,1,2,13133,855,681,0,0,847,15516,
20140702,101 ,0,1,25001,1539,1986,1519,905,722,31672,
20140702,101 ,0,2,59118,2073,7073,2,0,2811,71077,
20140702,101 ,1,1,23493,1605,2141,2276,1366,2045,32926,
20140702,101 ,1,2,56649,2365,7280,0,0,2763,69057,
20140702,190 ,0,1,14647,1768,2271,1865,1230,453,22234,
20140702,190 ,0,2,34881,2108,1740,0,0,1701,40430,
20140702,190 ,1,1,14287,1744,2008,2431,1484,1215,23169,
20140702,190 ,1,2,34133,2121,1726,0,0,1728,39708,
20140702,253 ,0,1,22750,2078,2830,2768,2127,841,33394,
20140702,253 ,0,2,60036,2331,509,1,0,3866,66743,
20140702,253 ,1,1,21344,2130,2589,2939,2977,2244,34223,
20140702,253 ,1,2,56485,2376,539,0,0,3664,63064,
20140702,254 ,0,1,10592,1225,1488,1706,3651,485,19147,
20140702,254 ,0,2,26518,1310,655,0,2,2127,30612,
20140702,254 ,1,1,11295,1180,1454,1542,2818,1251,19540,
20140702,254 ,1,2,25890,1189,593,0,1,2022,29695,
20140702,651 ,0,1,7476,385,381,340,399,256,9237,
20140702,651 ,0,2,15645,425,714,0,0,878,17662,
