집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20220601,101 ,0,1,7899,122,434,259,65,77,8856,
20220601,101 ,0,2,75644,1858,5558,1391,828,2627,87906,
20220601,101 ,1,1,7464,182,273,391,82,683,9075,
20220601,101 ,1,2,72284,2113,5792,1902,1174,2497,85762,
20220601,190 ,0,1,4333,140,481,400,72,39,5465,
20220601,190 ,0,2,49990,1801,1567,1078,1226,1716,57378,
20220601,190 ,1,1,4547,162,333,398,93,445,5978,
20220601,190 ,1,2,45827,1754,1638,1567,1463,1572,53821,
20220601,253 ,0,1,7079,118,476,347,113,57,8190,
20220601,253 ,0,2,67288,1487,807,1088,2148,2992,75810,
20220601,253 ,1,1,6224,144,361,398,136,708,7971,
20220601,253 ,1,2,61994,1426,811,1452,2516,2744,70943,
20220601,254 ,0,1,3517,124,294,289,124,31,4379,
20220601,254 ,0,2,34383,861,562,755,1562,1693,39816,
20220601,254 ,1,1,3453,90,249,317,108,426,4643,
20220601,254 ,1,2,33066,848,530,750,1447,1623,38264,
20220601,651 ,0,1,4563,61,91,95,25,39,4874,
20220601,651 ,0,2,40322,474,750,358,401,1392,43697,
20220601,651 ,1,1,4507,61,144,94,17,443,5266,
20220601,651 ,1,2,38640,497,742,322,317,1371,41889,
20220601,685 ,0,1,2273,43,344,302,194,22,3178,
20220601,685 ,0,2,16740,488,673,669,2252,736,21558,
20220601,685 ,1,1,2187,69,266,276,126,199,3123,
20220601,685 ,1,2,16848,498,630,677,2501,737,21891,
20220602,101 ,0,1,7812,172,547,383,72,125,9111,
20220602,101 ,0,2,82928,2534,7717,1818,976,3362,99335,
20220602,101 ,1,1,7087,247,455,528,118,769,9204,
20220602,101 ,1,2,82333,2909,8095,2362,1456,3377,100532,
20220602,190 ,0,1,4798,250,867,731,128,65,6839,
20220602,190 ,0,2,56960,3346,2287,2255,1937,2247,69032,
20220602,190 ,1,1,5017,234,647,596,134,515,7143,
20220602,190 ,1,2,52924,3252,2315,2122,1840,2238,64691,
20220602,253 ,0,1,7288,225,801,658,151,78,9201,
20220602,253 ,0,2,77897,2728,1985,2335,2477,3989,91411,
20220602,253 ,1,1,6449,290,730,758,196,766,9189,
20220602,253 ,1,2,75909,3007,1997,2525,3243,3980,90661,
20220602,254 ,0,1,3511,222,683,732,320,58,5526,
20220602,254 ,0,2,39672,2005,1154,1583,3490,2196,50100,
20220602,254 ,1,1,3129,162,512,622,241,395,5061,
20220602,254 ,1,2,35144,1634,964,1131,3170,1998,44041,
20220602,651 ,0,1,3715,74,184,151,36,44,4204,
20220602,651 ,0,2,36195,813,848,513,486,1705,40560,
20220602,651 ,1,1,3479,77,216,148,27,389,4336,
20220602,651 ,1,2,36648,827,855,512,438,1758,41038,
20220602,685 ,0,1,2581,160,698,789,370,33,4631,
20220602,685 ,0,2,18945,1238,1097,1396,4281,919,27876,
20220602,685 ,1,1,2120,218,596,670,290,216,4110,
20220602,685 ,1,2,19562,1393,1089,1226,3939,939,28148,
20220603,101 ,0,1,8801,188,588,446,95,112,10230,
20220603,101 ,0,2,89508,2643,8645,1897,1034,3538,107265,
20220603,101 ,1,1,7952,264,429,593,127,853,10218,
20220603,101 ,1,2,86401,3035,9001,2539,1606,3614,106196,
20220603,190 ,0,1,5856,230,861,702,129,95,7873,
20220603,190 ,0,2,71694,3258,2340,2210,2026,2758,84286,
20220603,190 ,1,1,5637,255,646,706,155,580,7979,
20220603,190 ,1,2,60101,3356,2394,2470,2154,2622,73097,
20220603,253 ,0,1,8773,212,812,684,149,86,10716,
20220603,253 ,0,2,89564,2851,1986,2458,2722,4268,103849,
20220603,253 ,1,1,7436,266,748,802,209,889,10350,
20220603,253 ,1,2,84750,3073,2010,2933,3638,4246,100650,
20220603,254 ,0,1,3934,219,685,793,339,68,6038,
20220603,254 ,0,2,41795,1965,1130,1652,3645,2243,52430,
20220603,254 ,1,1,3589,163,589,726,256,455,5778,
20220603,254 ,1,2,38512,1724,975,1320,3295,2168,47994,
