집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20210701,101 ,0,1,9037,263,620,488,128,147,10683,
20210701,101 ,0,2,78472,2636,7244,1828,1064,3229,94473,
20210701,101 ,1,1,8106,315,483,619,128,807,10458,
20210701,101 ,1,2,77008,2932,7680,2353,1412,3281,94666,
20210701,190 ,0,1,5430,243,973,741,180,102,7669,
20210701,190 ,0,2,54923,3192,2262,1998,2062,2202,66639,
20210701,190 ,1,1,5636,278,753,742,207,554,8170,
20210701,190 ,1,2,50097,3112,2270,2277,2227,2163,62146,
20210701,253 ,0,1,8322,328,1021,724,171,181,10747,
20210701,253 ,0,2,75161,2856,2021,2451,2785,3944,89218,
20210701,253 ,1,1,7704,330,855,865,242,848,10844,
20210701,253 ,1,2,73150,2969,2011,2810,3445,3739,88124,
20210701,254 ,0,1,3943,236,691,706,288,62,5926,
20210701,254 ,0,2,34850,1745,994,1361,2955,2028,43933,
20210701,254 ,1,1,3966,215,608,694,252,483,6218,
20210701,254 ,1,2,34406,1635,927,1227,2760,1997,42952,
20210701,651 ,0,1,4729,109,212,158,37,67,5312,
20210701,651 ,0,2,35627,824,788,516,474,1751,39980,
20210701,651 ,1,1,4089,105,232,156,27,503,5112,
20210701,651 ,1,2,33570,796,779,514,421,1764,37844,
20210701,685 ,0,1,2608,181,865,952,666,51,5323,
20210701,685 ,0,2,20086,1334,1004,1245,3533,1031,28233,
20210701,685 ,1,1,2487,249,681,796,329,261,4803,
20210701,685 ,1,2,20433,1500,1051,1289,3762,1082,29117,
20210702,101 ,0,1,9891,252,651,436,106,155,11491,
20210702,101 ,0,2,83556,2495,7710,1845,964,3335,99905,
20210702,101 ,1,1,9116,303,466,601,152,952,11590,
20210702,101 ,1,2,84146,2886,8219,2360,1453,3549,102613,
20210702,190 ,0,1,6679,272,943,701,163,90,8848,
20210702,190 ,0,2,63883,3011,2189,1941,1877,2488,75389,
20210702,190 ,1,1,6345,276,688,763,182,616,8870,
20210702,190 ,1,2,58763,3082,2303,2259,2141,2460,71008,
20210702,253 ,0,1,10086,302,943,707,178,184,12400,
20210702,253 ,0,2,82537,2842,1913,2363,2663,4119,96437,
20210702,253 ,1,1,8765,349,815,823,252,1009,12013,
20210702,253 ,1,2,80957,2976,1962,2800,3360,4143,96198,
20210702,254 ,0,1,4220,231,630,657,268,88,6094,
20210702,254 ,0,2,37459,1780,984,1330,3051,2115,46719,
20210702,254 ,1,1,4258,226,590,718,251,524,6567,
20210702,254 ,1,2,36682,1571,909,1200,2735,2078,45175,
20210702,651 ,0,1,5814,93,196,165,83,69,6420,
20210702,651 ,0,2,44330,785,793,511,450,1880,48749,
20210702,651 ,1,1,4533,104,233,151,85,552,5658,
20210702,651 ,1,2,36162,828,760,532,401,1897,40580,
20210702,685 ,0,1,3222,182,734,696,369,51,5254,
20210702,685 ,0,2,24920,1316,1121,1335,4073,1165,33930,
20210702,685 ,1,1,2863,245,679,661,297,305,5050,
20210702,685 ,1,2,22965,1436,999,1309,3887,1077,31673,
20210703,101 ,0,1,9939,170,354,221,64,95,10843,
20210703,101 ,0,2,75513,1431,6175,1104,582,2432,87237,
20210703,101 ,1,1,9027,227,271,314,63,824,10726,
20210703,101 ,1,2,74083,1848,6452,1415,813,2587,87198,
20210703,190 ,0,1,6987,123,443,289,76,57,7975,
20210703,190 ,0,2,59484,1368,1468,717,928,1964,65929,
20210703,190 ,1,1,7040,159,300,333,110,697,8639,
20210703,190 ,1,2,55904,1469,1486,1126,1131,1895,63011,
20210703,253 ,0,1,10564,147,456,282,107,97,11653,
20210703,253 ,0,2,71989,1193,732,864,1683,3070,79531,
20210703,253 ,1,1,9012,143,364,387,109,928,10943,
20210703,253 ,1,2,70752,1302,742,1143,2046,3054,79039,
20210703,254 ,0,1,4570,104,260,254,98,52,5338,
20210703,254 ,0,2,33849,687,569,511,1146,1633,38395,
20210703,254 ,1,1,4573,111,257,342,94,573,5950,
20210703,254 ,1,2,34242,756,574,557,1288,1630,39047,
20210703,651 ,0,1,6118,37,70,74,12,50,6361,
20210703,651 ,0,2,42913,395,678,279,254,1473,45992,
20210703,651 ,1,1,5462,52,121,70,12,520,6237,
20210703,651 ,1,2,37867,405,673,220,182,1446,40793,
20210703,685 ,0,1,3518,54,294,254,169,42,4331,
20210703,685 ,0,2,23464,444,674,510,2473,822,28387,
20210703,685 ,1,1,3045,78,255,285,141,334,4138,
20210703,685 ,1,2,20992,457,579,601,2475,829,25933,
20210704,101 ,0,1,8624,87,224,130,18,64,9147,
20210704,101 ,0,2,67682,825,5104,859,225,2273,76968,
20210704,101 ,1,1,8478,124,136,190,28,769,9725,
20210704,101 ,1,2,66693,789,5320,1055,272,2255,76384,
20210704,190 ,0,1,5104,80,222,156,15,54,5631,
20210704,190 ,0,2,45055,740,1250,485,239,1396,49165,
20210704,190 ,1,1,6462,70,111,144,19,504,7310,
20210704,190 ,1,2,52833,570,1221,606,263,1491,56984,
20210704,253 ,0,1,8376,56,200,136,28,76,8872,
20210704,253 ,0,2,63103,641,395,428,477,2593,67637,
20210704,253 ,1,1,8111,71,90,133,39,785,9229,
20210704,253 ,1,2,61976,532,381,498,449,2396,66232,
20210704,254 ,0,1,4075,39,90,92,26,35,4357,
20210704,254 ,0,2,28343,345,314,244,285,1375,30906,
20210704,254 ,1,1,4113,38,54,88,17,435,4745,
20210704,254 ,1,2,28675,261,343,194,211,1363,31047,
20210704,651 ,0,1,3909,18,65,24,5,20,4041,
20210704,651 ,0,2,27834,173,594,129,72,1040,29842,
20210704,651 ,1,1,5233,24,48,53,10,510,5878,
20210704,651 ,1,2,39905,173,575,162,54,1385,42254,
20210704,685 ,0,1,3249,24,118,65,52,38,3546,
20210704,685 ,0,2,19253,183,471,221,454,784,21366,
20210704,685 ,1,1,2994,25,58,64,27,317,3485,
20210704,685 ,1,2,19866,186,415,216,411,715,21809,
20210705,101 ,0,1,9361,225,533,426,65,168,10778,
20210705,101 ,0,2,79686,2441,7222,1705,954,3368,95376,
20210705,101 ,1,1,8308,291,442,521,137,879,10578,
20210705,101 ,1,2,77891,2753,7620,2019,1312,3355,94950,
20210705,190 ,0,1,5762,264,877,722,151,105,7881,
