집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20211001,101 ,0,1,11100,305,605,455,125,176,12766,
20211001,101 ,0,2,74084,2465,7498,1783,1049,2999,89878,
20211001,101 ,1,1,8449,308,452,668,131,922,10930,
20211001,101 ,1,2,81930,3128,8036,2332,1578,3477,100481,
20211001,190 ,0,1,5833,280,962,714,121,109,8019,
20211001,190 ,0,2,64044,3187,2118,2056,1945,2487,75837,
20211001,190 ,1,1,6223,284,681,752,155,640,8735,
20211001,190 ,1,2,57265,3198,2187,2435,2334,2330,69749,
20211001,253 ,0,1,9201,277,887,705,184,168,11422,
20211001,253 ,0,2,85268,2865,1785,2282,2584,4177,98961,
20211001,253 ,1,1,8404,314,734,794,198,945,11389,
20211001,253 ,1,2,79349,2957,1835,2629,3369,4110,94249,
20211001,254 ,0,1,3990,225,683,741,283,58,5980,
20211001,254 ,0,2,36820,1858,1003,1366,3348,2049,46444,
20211001,254 ,1,1,3957,182,554,699,255,488,6135,
20211001,254 ,1,2,35859,1622,967,1236,2915,1969,44568,
20211001,651 ,0,1,5087,87,203,153,25,55,5610,
20211001,651 ,0,2,42521,806,810,522,632,1794,47085,
20211001,651 ,1,1,4016,88,202,170,22,446,4944,
20211001,651 ,1,2,34630,792,784,548,515,1741,39010,
20211001,685 ,0,1,3251,191,701,797,413,61,5414,
20211001,685 ,0,2,24431,1330,1062,1303,3873,1130,33129,
20211001,685 ,1,1,2875,241,722,752,315,308,5213,
20211001,685 ,1,2,23196,1493,1007,1270,3898,1153,32017,
20211002,101 ,0,1,10491,135,338,244,46,72,11326,
20211002,101 ,0,2,81164,1424,5929,1142,775,2713,93147,
20211002,101 ,1,1,9421,184,262,375,61,911,11214,
20211002,101 ,1,2,77382,1821,5810,1522,1172,2660,90367,
20211002,190 ,0,1,8094,177,448,276,178,68,9241,
20211002,190 ,0,2,62158,1313,1139,685,856,1968,68119,
20211002,190 ,1,1,6777,149,303,396,87,639,8351,
20211002,190 ,1,2,56059,1530,1453,1215,1275,1921,63453,
20211002,253 ,0,1,11062,168,374,307,64,108,12083,
20211002,253 ,0,2,85856,1249,726,898,1478,3489,93696,
20211002,253 ,1,1,9645,170,378,424,110,1004,11731,
20211002,253 ,1,2,77310,1354,758,1262,2054,3363,86101,
20211002,254 ,0,1,4884,109,322,277,104,64,5760,
20211002,254 ,0,2,40343,819,619,675,1353,1874,45683,
20211002,254 ,1,1,4239,102,251,307,94,474,5467,
20211002,254 ,1,2,34533,768,595,669,1241,1661,39467,
20211002,651 ,0,1,6106,48,76,67,17,41,6355,
20211002,651 ,0,2,45581,361,642,297,247,1449,48577,
20211002,651 ,1,1,4603,51,92,63,12,480,5301,
20211002,651 ,1,2,35812,398,659,243,159,1240,38511,
20211002,685 ,0,1,4151,87,306,278,201,33,5056,
20211002,685 ,0,2,26465,425,599,516,1746,961,30712,
20211002,685 ,1,1,3532,93,283,295,141,351,4695,
