집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20140201,101 ,0,1,27815,198,386,92,61,643,29195,
20140201,101 ,0,2,39932,335,6217,0,0,1372,47856,
20140201,101 ,1,1,44682,232,585,108,31,2574,48212,
20140201,101 ,1,2,62769,421,7305,0,0,1829,72324,
20140201,190 ,0,1,19581,157,202,89,41,442,20512,
20140201,190 ,0,2,25494,164,1609,0,0,908,28175,
20140201,190 ,1,1,34878,169,228,73,38,1978,37364,
20140201,190 ,1,2,46103,171,1285,2,0,1313,48874,
20140201,253 ,0,1,25997,121,141,54,83,618,27014,
20140201,253 ,0,2,38497,230,211,0,0,1779,40717,
20140201,253 ,1,1,40280,151,142,88,75,2734,43470,
20140201,253 ,1,2,56700,230,238,0,0,1899,59067,
20140201,254 ,0,1,13528,115,170,120,134,416,14483,
20140201,254 ,0,2,18777,165,574,0,0,878,20394,
20140201,254 ,1,1,18192,97,174,117,98,1418,20096,
20140201,254 ,1,2,22231,131,546,0,0,1044,23952,
20140201,651 ,0,1,8938,28,75,26,16,279,9362,
20140201,651 ,0,2,13332,57,613,0,0,576,14578,
20140201,651 ,1,1,13815,45,96,28,11,1110,15105,
20140201,651 ,1,2,21702,73,661,0,0,843,23279,
20140201,685 ,0,1,5387,32,78,88,161,136,5882,
20140201,685 ,0,2,7472,33,759,0,0,320,8584,
20140201,685 ,1,1,11930,39,97,67,154,702,12989,
20140201,685 ,1,2,20189,48,724,0,0,554,21515,
20140202,101 ,0,1,23695,290,559,193,147,626,25510,
20140202,101 ,0,2,39010,562,6394,0,0,1673,47639,
20140202,101 ,1,1,36899,353,774,411,156,2337,40930,
20140202,101 ,1,2,57542,561,7392,1,1,1921,67418,
20140202,190 ,0,1,15483,352,385,224,86,350,16880,
20140202,190 ,0,2,22775,410,1675,1,0,989,25850,
20140202,190 ,1,1,27012,296,447,345,79,1630,29809,
20140202,190 ,1,2,40654,395,1326,2,1,1366,43744,
20140202,253 ,0,1,23219,225,290,195,278,614,24821,
20140202,253 ,0,2,38143,401,228,0,0,1918,40690,
20140202,253 ,1,1,33501,217,248,252,232,2360,36810,
20140202,253 ,1,2,52498,305,262,0,0,2087,55152,
20140202,254 ,0,1,11446,158,262,192,285,365,12708,
20140202,254 ,0,2,17566,239,593,0,0,920,19318,
20140202,254 ,1,1,13546,142,237,126,154,1169,15374,
20140202,254 ,1,2,18916,169,594,0,0,977,20656,
20140202,651 ,0,1,6170,43,67,29,25,221,6555,
20140202,651 ,0,2,9594,50,627,0,0,494,10765,
20140202,651 ,1,1,10676,51,98,20,21,912,11778,
20140202,651 ,1,2,18116,82,774,0,0,803,19775,
20140202,685 ,0,1,4830,50,161,161,256,140,5598,
20140202,685 ,0,2,7786,62,759,0,0,340,8947,
20140202,685 ,1,1,8474,70,165,113,210,560,9592,
20140202,685 ,1,2,15289,63,743,0,0,512,16607,
20140203,101 ,0,1,25153,1213,1490,1333,670,878,30737,
20140203,101 ,0,2,54002,1659,7263,0,1,2696,65621,
20140203,101 ,1,1,25158,1300,1567,1371,834,2142,32372,
20140203,101 ,1,2,51696,1950,7480,0,1,2733,63860,
20140203,190 ,0,1,15632,1302,1534,1564,723,449,21204,
20140203,190 ,0,2,31626,1587,1788,0,4,1582,36587,
20140203,190 ,1,1,15659,1223,1442,1290,713,1240,21567,
20140203,190 ,1,2,29905,1493,1718,0,1,1514,34631,
20140203,253 ,0,1,22962,1530,1594,1705,1446,868,30105,
20140203,253 ,0,2,53980,1748,378,0,1,3398,59505,
20140203,253 ,1,1,20520,1484,1412,1478,1618,2111,28623,
20140203,253 ,1,2,48335,1697,405,0,0,3047,53484,
20140203,254 ,0,1,10748,1023,1192,1349,2514,504,17330,
20140203,254 ,0,2,23559,985,583,0,0,1765,26892,
20140203,254 ,1,1,10853,958,1128,1144,1961,1149,17193,
20140203,254 ,1,2,22420,873,573,0,0,1655,25521,
20140203,651 ,0,1,6242,272,216,256,201,239,7426,
20140203,651 ,0,2,11548,349,646,0,0,740,13283,
20140203,651 ,1,1,6228,261,317,264,209,596,7875,
20140203,651 ,1,2,12242,380,630,0,0,822,14074,
20140203,685 ,0,1,5256,647,1050,1242,2392,198,10785,
20140203,685 ,0,2,13203,596,759,0,0,784,15342,
20140203,685 ,1,1,4380,627,942,987,1992,403,9331,
20140203,685 ,1,2,11154,611,728,0,0,692,13185,
20140204,101 ,0,1,23798,1463,1900,1540,867,830,30398,
20140204,101 ,0,2,54002,1963,7158,0,0,2694,65817,
20140204,101 ,1,1,22284,1701,2095,2188,1244,1986,31498,
20140204,101 ,1,2,51142,2225,7166,1,1,2647,63182,
20140204,190 ,0,1,13691,1758,1894,1843,1107,397,20690,
20140204,190 ,0,2,30387,1859,1753,0,0,1632,35631,
20140204,190 ,1,1,12987,1629,1841,2172,1316,1093,21038,
20140204,190 ,1,2,28180,1837,1719,0,0,1532,33268,
20140204,253 ,0,1,21174,1999,2399,2499,2084,847,31002,
20140204,253 ,0,2,54378,2094,450,0,3,3494,60419,
20140204,253 ,1,1,18919,2034,2165,2696,2539,1994,30347,
20140204,253 ,1,2,49735,2057,431,0,0,3326,55549,
20140204,254 ,0,1,10023,1278,1314,1631,3384,484,18114,
20140204,254 ,0,2,24283,1152,628,0,1,1828,27892,
20140204,254 ,1,1,10279,1207,1317,1524,2699,1166,18192,
20140204,254 ,1,2,23890,1126,588,1,0,1794,27399,
20140204,651 ,0,1,5845,324,268,310,276,268,7291,
20140204,651 ,0,2,11192,332,664,0,0,767,12955,
20140204,651 ,1,1,5665,339,384,263,290,550,7491,
20140204,651 ,1,2,11262,387,628,0,0,753,13030,
20140204,685 ,0,1,4380,840,1246,1426,3012,172,11076,
20140204,685 ,0,2,12347,714,715,0,0,774,14550,
20140204,685 ,1,1,3847,844,1091,1379,2677,377,10215,
20140204,685 ,1,2,11115,701,716,0,0,739,13271,
20140205,101 ,0,1,23619,1456,1831,1542,801,851,30100,
20140205,101 ,0,2,54294,1921,7185,0,0,2801,66201,
20140205,101 ,1,1,22463,1583,2064,2086,1220,1892,31308,
20140205,101 ,1,2,51687,2226,7200,0,0,2790,63903,
20140205,190 ,0,1,12632,1714,1843,1748,1181,371,19489,
20140205,190 ,0,2,29719,1857,1745,0,0,1507,34828,
20140205,190 ,1,1,12719,1673,1880,1960,1299,1068,20599,
20140205,190 ,1,2,28191,1845,1746,0,0,1549,33331,
20140205,253 ,0,1,14481,1000,977,962,976,563,18959,
20140205,253 ,0,2,54328,2062,423,0,3,3549,60365,
20140205,253 ,1,1,18787,1988,2216,2708,2481,1955,30135,
20140205,253 ,1,2,50894,2067,463,0,0,3385,56809,
20140205,254 ,0,1,10231,1341,1395,1725,3530,482,18704,
20140205,254 ,0,2,24734,1206,709,0,0,1941,28590,
20140205,254 ,1,1,10662,1224,1335,1614,2909,1185,18929,
20140205,254 ,1,2,24451,1094,650,0,0,1918,28113,
20140205,651 ,0,1,5621,313,285,284,239,301,7043,
20140205,651 ,0,2,11106,327,709,0,0,792,12934,
20140205,651 ,1,1,5287,344,375,234,255,506,7001,
20140205,651 ,1,2,10876,388,657,0,0,795,12716,
20140205,685 ,0,1,4074,755,1132,1337,2787,148,10233,
20140205,685 ,0,2,11605,696,638,0,0,760,13699,
20140205,685 ,1,1,3835,823,1055,1325,2462,414,9914,
20140205,685 ,1,2,11281,727,636,1,0,758,13403,
20140206,101 ,0,1,24187,1471,1730,1472,856,829,30545,
20140206,101 ,0,2,54512,1974,7174,0,0,2688,66348,
20140206,101 ,1,1,23153,1625,1954,2134,1318,2027,32211,
20140206,101 ,1,2,52809,2240,7277,0,1,2735,65062,
20140206,190 ,0,1,14229,1708,1922,1788,1117,424,21188,
20140206,190 ,0,2,31533,1891,1804,0,0,1657,36885,
20140206,190 ,1,1,13457,1639,1927,1998,1249,1103,21373,
20140206,190 ,1,2,30210,1888,1749,0,0,1613,35460,
20140206,253 ,0,1,20873,2020,2341,2387,2001,839,30461,
20140206,253 ,0,2,55525,2126,474,0,0,3694,61819,
20140206,253 ,1,1,19513,2086,2192,2599,2475,2110,30975,
20140206,253 ,1,2,52573,2183,473,1,0,3447,58677,
20140206,254 ,0,1,10427,1196,1474,1634,3392,484,18607,
20140206,254 ,0,2,24968,1178,606,0,0,1995,28747,
20140206,254 ,1,1,10994,1151,1328,1551,2742,1245,19011,
20140206,254 ,1,2,24626,1139,577,1,0,1869,28212,
20140206,651 ,0,1,6070,323,257,298,227,293,7468,
20140206,651 ,0,2,12073,356,698,0,0,820,13947,
20140206,651 ,1,1,5685,311,363,257,240,576,7432,
20140206,651 ,1,2,11667,411,651,0,0,802,13531,
20140206,685 ,0,1,4379,822,1227,1402,3045,151,11026,
20140206,685 ,0,2,12477,695,738,0,0,784,14694,
20140206,685 ,1,1,4169,887,1180,1315,2819,379,10749,
20140206,685 ,1,2,12009,726,722,0,0,794,14251,
20140207,101 ,0,1,27076,1530,1845,1409,871,949,33680,
20140207,101 ,0,2,59928,1956,7862,0,0,3001,72747,
20140207,101 ,1,1,26033,1716,2108,2059,1223,2310,35449,
20140207,101 ,1,2,58509,2298,7832,2,0,3033,71674,
20140207,190 ,0,1,16024,1716,1818,1690,1181,490,22919,
20140207,190 ,0,2,34883,1909,1846,0,0,1788,40426,
20140207,190 ,1,1,15644,1677,1911,2004,1320,1358,23914,
20140207,190 ,1,2,34928,1893,1815,2,0,1838,40476,
20140207,253 ,0,1,22559,2024,2116,2275,2004,845,31823,
20140207,253 ,0,2,58593,2105,508,0,0,3725,64931,
20140207,253 ,1,1,22211,2104,2119,2595,2656,2309,33994,
20140207,253 ,1,2,56859,2124,529,0,0,3710,63222,
20140207,254 ,0,1,11259,1349,1266,1655,3452,546,19527,
20140207,254 ,0,2,26419,1203,629,2,0,2060,30313,
20140207,254 ,1,1,11805,1216,1394,1628,2865,1322,20230,
20140207,254 ,1,2,26180,1139,566,0,0,1904,29789,
20140207,651 ,0,1,8276,319,291,320,245,313,9764,
20140207,651 ,0,2,15766,365,793,0,0,916,17840,
20140207,651 ,1,1,6310,359,363,271,233,668,8204,
20140207,651 ,1,2,12940,410,775,0,0,862,14987,
20140207,685 ,0,1,4788,842,1244,1483,3043,176,11576,
20140207,685 ,0,2,13407,701,765,0,0,859,15732,
20140207,685 ,1,1,5009,897,1224,1398,2794,450,11772,
20140207,685 ,1,2,13763,773,729,0,0,920,16185,
20140208,101 ,0,1,29300,929,1238,592,519,732,33310,
20140208,101 ,0,2,52933,1188,7603,6,0,2174,63904,
20140208,101 ,1,1,28010,1062,1390,1242,690,2006,34400,
20140208,101 ,1,2,51046,1548,7659,9,0,2219,62481,
20140208,190 ,0,1,17664,590,759,437,424,344,20218,
20140208,190 ,0,2,33111,1028,2083,10,0,1326,37558,
20140208,190 ,1,1,17190,886,1157,1093,763,1258,22347,
20140208,190 ,1,2,31210,1032,1994,11,0,1378,35625,
20140208,253 ,0,1,25948,1022,1297,1322,1310,725,31624,
20140208,253 ,0,2,49268,1039,489,1,0,2560,53357,
20140208,253 ,1,1,24302,1063,1312,1629,1721,2233,32260,
20140208,253 ,1,2,48275,1161,498,0,0,2566,52500,
20140208,254 ,0,1,12608,663,692,786,1861,472,17082,
20140208,254 ,0,2,23717,627,686,1,0,1434,26465,
20140208,254 ,1,1,13255,672,825,909,1534,1282,18477,
20140208,254 ,1,2,23774,648,622,0,0,1453,26497,
20140208,651 ,0,1,10465,212,162,162,127,349,11477,
20140208,651 ,0,2,18514,198,800,0,1,967,20480,
20140208,651 ,1,1,8076,211,261,129,121,662,9460,
20140208,651 ,1,2,14711,231,832,0,0,757,16531,
20140208,685 ,0,1,5335,354,642,732,1532,167,8762,
20140208,685 ,0,2,10665,302,811,0,0,561,12339,
