집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20140101,101 ,0,1,29212,487,726,353,138,833,31749,
20140101,101 ,0,2,48287,821,5726,0,0,1917,56751,
20140101,101 ,1,1,28396,521,936,720,194,1990,32757,
20140101,101 ,1,2,45445,937,6175,0,0,1703,54260,
20140101,190 ,0,1,18228,414,596,338,131,333,20040,
20140101,190 ,0,2,28297,644,1661,0,0,1119,31721,
20140101,190 ,1,1,19131,369,672,517,153,1326,22168,
20140101,190 ,1,2,29351,598,1782,0,0,1120,32851,
20140101,253 ,0,1,28066,389,490,289,259,632,30125,
20140101,253 ,0,2,44514,570,262,0,2,2102,47450,
20140101,253 ,1,1,25223,405,463,512,269,2017,28889,
20140101,253 ,1,2,40472,516,304,1,0,1869,43162,
20140101,254 ,0,1,13862,245,331,314,386,491,15629,
20140101,254 ,0,2,21888,316,540,0,0,1111,23855,
20140101,254 ,1,1,14605,238,327,359,334,1358,17221,
20140101,254 ,1,2,22083,278,539,0,0,1121,24021,
20140101,651 ,0,1,11322,87,85,68,33,398,11993,
20140101,651 ,0,2,17717,121,698,0,0,747,19283,
20140101,651 ,1,1,13463,87,115,74,24,1024,14787,
20140101,651 ,1,2,22690,170,767,0,0,909,24536,
20140101,685 ,0,1,5540,90,171,198,414,164,6577,
20140101,685 ,0,2,8783,87,718,0,0,337,9925,
20140101,685 ,1,1,5337,101,208,205,427,466,6744,
20140101,685 ,1,2,9639,96,749,0,0,393,10877,
20140102,101 ,0,1,26994,1423,1597,1307,844,987,33152,
20140102,101 ,0,2,57161,1876,7154,0,0,2774,68965,
20140102,101 ,1,1,24033,1534,1682,1685,1112,2215,32261,
20140102,101 ,1,2,50799,2149,7244,1,0,2515,62708,
20140102,190 ,0,1,17464,1534,1728,1708,873,443,23750,
20140102,190 ,0,2,34638,1741,1741,0,1,1649,39770,
20140102,190 ,1,1,15882,1436,1533,1656,882,1319,22708,
20140102,190 ,1,2,31235,1800,1685,0,2,1575,36297,
20140102,253 ,0,1,24543,1733,1835,1828,1579,946,32464,
20140102,253 ,0,2,55504,1793,365,0,3,3415,61080,
