집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20221201,101 ,0,1,6937,155,482,351,90,105,8120,
20221201,101 ,0,2,76372,2550,8050,1841,1055,3128,92996,
20221201,101 ,1,1,6300,220,388,484,108,699,8199,
20221201,101 ,1,2,76754,2861,8447,2301,1398,3229,94990,
20221201,190 ,0,1,3527,196,736,551,129,73,5212,
20221201,190 ,0,2,49498,3212,2280,2114,1784,2211,61099,
20221201,190 ,1,1,4036,213,589,556,182,460,6036,
20221201,190 ,1,2,47127,3130,2325,2313,1888,2168,58951,
20221201,253 ,0,1,6406,160,700,514,137,53,7970,
20221201,253 ,0,2,72314,2586,1915,2508,2329,3726,85378,
20221201,253 ,1,1,5614,250,648,622,179,713,8026,
20221201,253 ,1,2,74186,2895,2046,2917,2835,3816,88695,
20221201,254 ,0,1,3273,171,560,543,245,52,4844,
20221201,254 ,0,2,39110,1928,1089,1457,1979,2261,47824,
20221201,254 ,1,1,2921,168,481,428,198,372,4568,
20221201,254 ,1,2,35571,1573,945,1140,1856,2014,43099,
20221201,651 ,0,1,2686,54,179,87,33,38,3077,
20221201,651 ,0,2,27060,732,866,532,522,1502,31214,
20221201,651 ,1,1,2508,61,196,109,31,296,3201,
20221201,651 ,1,2,26963,719,903,552,436,1525,31098,
20221201,685 ,0,1,1964,123,642,502,297,28,3556,
20221201,685 ,0,2,17705,1148,1144,1270,3685,910,25862,
20221201,685 ,1,1,2041,197,599,523,243,209,3812,
20221201,685 ,1,2,20190,1341,1135,1280,3358,1004,28308,
20221202,101 ,0,1,7009,161,476,328,86,107,8167,
20221202,101 ,0,2,82015,2510,8669,1830,924,3267,99215,
20221202,101 ,1,1,6758,204,327,454,102,722,8567,
20221202,101 ,1,2,81818,2788,9192,2383,1302,3502,100985,
20221202,190 ,0,1,4456,213,711,518,112,80,6090,
20221202,190 ,0,2,62597,3174,2315,2025,1757,2687,74555,
20221202,190 ,1,1,4808,195,562,540,153,525,6783,
20221202,190 ,1,2,56020,3135,2383,2257,1979,2541,68315,
20221202,253 ,0,1,7514,174,659,470,123,58,8998,
20221202,253 ,0,2,83418,2529,1884,2311,2481,4015,96638,
20221202,253 ,1,1,6492,232,626,596,201,854,9001,
20221202,253 ,1,2,82096,2807,1991,2723,2976,4176,96769,
20221202,254 ,0,1,3572,163,531,519,210,65,5060,
20221202,254 ,0,2,41774,1795,1076,1352,1977,2293,50267,
20221202,254 ,1,1,3168,145,470,459,217,407,4866,
20221202,254 ,1,2,38095,1604,942,1237,1884,2115,45877,
20221202,651 ,0,1,3440,57,169,107,25,27,3825,
20221202,651 ,0,2,37069,802,920,549,472,1695,41507,
20221202,651 ,1,1,2933,79,194,104,23,367,3700,
20221202,651 ,1,2,30922,774,944,536,397,1695,35268,
20221202,685 ,0,1,2412,122,656,533,349,32,4104,
20221202,685 ,0,2,24494,1291,1265,1345,3793,1156,33344,
20221202,685 ,1,1,2245,206,549,524,264,263,4051,
20221202,685 ,1,2,22753,1374,1068,1289,3455,1099,31038,
20221203,101 ,0,1,8644,94,283,144,41,53,9259,
20221203,101 ,0,2,81835,1507,7062,1125,635,2814,94978,
20221203,101 ,1,1,7736,150,181,253,78,775,9173,
20221203,101 ,1,2,77814,1755,7214,1463,768,2841,91855,
20221203,190 ,0,1,4667,89,282,167,46,52,5303,
20221203,190 ,0,2,60904,1347,1434,754,807,2052,67298,
20221203,190 ,1,1,5073,109,202,262,69,512,6227,
20221203,190 ,1,2,55187,1414,1576,1102,1018,1992,62289,
20221203,253 ,0,1,8106,71,267,180,71,49,8744,
20221203,253 ,0,2,78664,1047,745,825,1408,3238,85927,
20221203,253 ,1,1,7363,125,236,282,94,888,8988,
20221203,253 ,1,2,78246,1193,826,1070,1740,3293,86368,
20221203,254 ,0,1,3963,66,184,148,106,25,4492,
20221203,254 ,0,2,39592,662,620,503,935,1887,44199,
20221203,254 ,1,1,3778,67,176,221,109,441,4792,
20221203,254 ,1,2,38043,694,572,615,1050,1753,42727,
20221203,651 ,0,1,3343,38,53,57,20,23,3534,
20221203,651 ,0,2,32857,350,710,334,230,1220,35701,
20221203,651 ,1,1,3067,43,114,44,9,338,3615,
20221203,651 ,1,2,31635,389,732,303,220,1318,34597,
20221203,685 ,0,1,3164,56,232,185,177,29,3843,
20221203,685 ,0,2,25194,405,773,559,2077,1000,30008,
20221203,685 ,1,1,2827,71,213,226,133,317,3787,
20221203,685 ,1,2,22782,409,674,601,2061,926,27453,
20221204,101 ,0,1,7730,59,234,94,24,55,8196,
20221204,101 ,0,2,73145,781,5963,877,226,2602,83594,
20221204,101 ,1,1,7668,111,119,174,40,730,8842,
20221204,101 ,1,2,75504,877,6537,1204,329,2541,86992,
20221204,190 ,0,1,4310,49,168,133,18,33,4711,
20221204,190 ,0,2,53391,764,1352,621,361,1982,58471,
20221204,190 ,1,1,5301,62,116,120,38,490,6127,
20221204,190 ,1,2,57028,566,1235,627,322,1857,61635,
20221204,253 ,0,1,7727,58,176,81,29,30,8101,
20221204,253 ,0,2,72828,682,485,510,422,3221,78148,
20221204,253 ,1,1,7127,56,83,108,35,748,8157,
20221204,253 ,1,2,72936,611,459,617,437,2962,78022,
20221204,254 ,0,1,4100,41,77,82,53,34,4387,
20221204,254 ,0,2,37977,393,418,305,313,1843,41249,
20221204,254 ,1,1,3708,28,59,65,34,432,4326,
20221204,254 ,1,2,34644,277,399,239,265,1626,37450,
20221204,651 ,0,1,3165,18,39,35,12,22,3291,
20221204,651 ,0,2,28652,167,690,221,88,1168,30986,
20221204,651 ,1,1,3341,25,65,50,8,374,3863,
20221204,651 ,1,2,35449,193,657,243,70,1257,37869,
20221204,685 ,0,1,2889,37,102,70,79,27,3204,
20221204,685 ,0,2,23606,221,687,273,596,1001,26384,
20221204,685 ,1,1,2721,21,68,107,52,290,3259,
20221204,685 ,1,2,22779,187,589,288,527,838,25208,
20221205,101 ,0,1,7137,147,479,331,98,78,8270,
20221205,101 ,0,2,79150,2363,7900,1733,1015,3408,95569,
20221205,101 ,1,1,6170,206,336,429,86,671,7898,
20221205,101 ,1,2,76719,2639,8439,2104,1284,3261,94446,
20221205,190 ,0,1,3884,187,697,552,134,55,5509,
20221205,190 ,0,2,53155,3049,2246,2187,1833,2370,64840,
20221205,190 ,1,1,4418,179,532,462,146,453,6190,
20221205,190 ,1,2,49545,2940,2210,1996,1959,2272,60922,
20221205,253 ,0,1,6999,163,691,522,145,72,8592,
20221205,253 ,0,2,77736,2545,1856,2407,2455,3982,90981,
20221205,253 ,1,1,5506,199,559,580,182,715,7741,
20221205,253 ,1,2,70178,2659,1904,2567,2928,3592,83828,
20221205,254 ,0,1,3353,156,519,547,270,51,4896,
20221205,254 ,0,2,39830,1874,1031,1441,2352,2265,48793,
20221205,254 ,1,1,3066,143,405,430,235,416,4695,
20221205,254 ,1,2,35622,1536,907,1028,2064,1957,43114,
20221205,651 ,0,1,2813,70,163,94,19,32,3191,
20221205,651 ,0,2,27678,713,854,514,403,1491,31653,
20221205,651 ,1,1,2789,73,185,107,14,366,3534,
20221205,651 ,1,2,29654,729,866,557,370,1596,33772,
20221205,685 ,0,1,2550,164,671,513,411,38,4347,
20221205,685 ,0,2,18874,1152,1226,1335,3869,942,27398,
20221205,685 ,1,1,2052,204,545,530,285,218,3834,
20221205,685 ,1,2,20031,1294,1176,1199,3600,1026,28326,
20221206,101 ,0,1,6936,180,519,425,121,109,8290,
20221206,101 ,0,2,69561,2407,7997,1915,957,2916,85753,
20221206,101 ,1,1,5731,209,363,567,124,629,7623,
20221206,101 ,1,2,71450,2867,8416,2440,1393,3023,89589,
20221206,190 ,0,1,3482,178,744,595,131,47,5177,
20221206,190 ,0,2,45691,3118,2263,2235,1881,2081,57269,
20221206,190 ,1,1,3667,190,570,604,163,389,5583,
20221206,190 ,1,2,44246,3110,2288,2512,2090,2038,56284,
20221206,253 ,0,1,6013,160,762,541,168,51,7695,
20221206,253 ,0,2,68754,2670,1989,2675,2281,3490,81859,
20221206,253 ,1,1,5168,209,680,714,196,627,7594,
20221206,253 ,1,2,68618,2870,2058,3028,2820,3494,82888,
20221206,254 ,0,1,2859,165,586,622,302,54,4588,
20221206,254 ,0,2,34762,1848,1115,1477,2644,1906,43752,
20221206,254 ,1,1,2722,145,537,535,286,341,4566,
20221206,254 ,1,2,33027,1633,980,1280,2447,1779,41146,
20221206,651 ,0,1,2551,51,162,108,36,31,2939,
20221206,651 ,0,2,25371,782,866,584,476,1359,29438,
20221206,651 ,1,1,2409,56,181,124,24,343,3137,
20221206,651 ,1,2,26788,777,866,550,398,1505,30884,
20221206,685 ,0,1,1677,106,602,563,386,26,3360,
20221206,685 ,0,2,14957,990,1063,1258,3351,755,22374,
20221206,685 ,1,1,1549,185,528,545,304,179,3290,
20221206,685 ,1,2,16932,1190,1053,1213,3137,853,24378,
20221207,101 ,0,1,6868,168,506,385,96,107,8130,
20221207,101 ,0,2,75820,2540,8060,1943,1004,3199,92566,
20221207,101 ,1,1,6185,235,384,506,110,709,8129,
20221207,101 ,1,2,77198,2849,8485,2437,1477,3247,95693,
20221207,190 ,0,1,3524,192,731,599,132,68,5246,
20221207,190 ,0,2,49677,3256,2309,2187,2014,2195,61638,
20221207,190 ,1,1,4115,219,578,602,184,446,6144,
20221207,190 ,1,2,48215,3185,2353,2432,2168,2159,60512,
20221207,253 ,0,1,6482,159,809,608,195,77,8330,
20221207,253 ,0,2,72994,2694,1928,2603,2710,3720,86649,
20221207,253 ,1,1,5633,205,707,725,249,711,8230,
20221207,253 ,1,2,73970,3036,2011,2999,3217,3826,89059,
20221207,254 ,0,1,2876,154,534,583,322,42,4511,
20221207,254 ,0,2,35484,1691,956,1367,2503,1955,43956,
20221207,254 ,1,1,2847,150,475,516,305,396,4689,
20221207,254 ,1,2,34351,1601,932,1197,2447,1895,42423,
20221207,651 ,0,1,2698,57,154,108,39,44,3100,
20221207,651 ,0,2,27400,818,882,604,562,1438,31704,
20221207,651 ,1,1,2631,80,193,109,35,343,3391,
20221207,651 ,1,2,28117,798,902,596,463,1539,32415,
20221207,685 ,0,1,1861,133,616,559,410,44,3623,
20221207,685 ,0,2,18239,1233,1223,1380,4109,919,27103,
20221207,685 ,1,1,1917,200,577,554,321,213,3782,
20221207,685 ,1,2,18743,1305,1152,1334,3801,912,27247,
20221208,101 ,0,1,7518,195,538,389,113,128,8881,
20221208,101 ,0,2,79906,2593,8079,1860,988,3303,96729,
