집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20140601,101 ,0,1,30122,584,708,434,186,687,32721,
20140601,101 ,0,2,55831,720,6915,0,0,2069,65535,
20140601,101 ,1,1,31438,638,883,1000,273,2304,36536,
20140601,101 ,1,2,56372,728,7218,0,1,2022,66341,
20140601,190 ,0,1,18097,516,644,416,204,346,20223,
20140601,190 ,0,2,31842,591,1955,0,0,1232,35620,
20140601,190 ,1,1,21302,463,618,687,203,1431,24704,
20140601,190 ,1,2,37955,576,1958,0,0,1302,41791,
20140601,253 ,0,1,27230,456,598,502,457,693,29936,
20140601,253 ,0,2,49952,580,519,0,0,2506,53557,
20140601,253 ,1,1,28299,453,531,635,511,2275,32704,
20140601,253 ,1,2,51144,478,521,0,0,2208,54351,
20140601,254 ,0,1,11876,197,274,268,447,338,13400,
20140601,254 ,0,2,22605,325,669,0,0,1247,24846,
20140601,254 ,1,1,14374,234,328,302,391,1384,17013,
20140601,254 ,1,2,22883,261,636,0,0,1200,24980,
20140601,651 ,0,1,10250,124,115,82,87,287,10945,
20140601,651 ,0,2,17992,110,924,0,0,821,19847,
20140601,651 ,1,1,15259,142,180,123,54,1142,16900,
20140601,651 ,1,2,28055,150,905,1,0,1105,30216,
20140601,685 ,0,1,5797,121,256,273,532,158,7137,
20140601,685 ,0,2,10173,114,793,0,0,472,11552,
20140601,685 ,1,1,6817,160,261,327,433,554,8552,
20140601,685 ,1,2,12973,123,766,0,0,567,14429,
20140602,101 ,0,1,26553,1543,1842,1658,751,808,33155,
20140602,101 ,0,2,61255,2019,7531,0,1,3021,73827,
20140602,101 ,1,1,23634,1619,1842,1955,1145,2148,32343,
20140602,101 ,1,2,56085,2321,7783,2,0,2889,69080,
20140602,190 ,0,1,16031,1704,2038,1944,1095,460,23272,
20140602,190 ,0,2,37235,1942,1942,1,0,1831,42951,
20140602,190 ,1,1,14629,1575,1740,1870,1147,1191,22152,
20140602,190 ,1,2,32794,1933,1975,1,0,1711,38414,
20140602,253 ,0,1,24486,1871,2693,2451,1941,885,34327,
20140602,253 ,0,2,61819,2193,735,0,0,4052,68799,
20140602,253 ,1,1,21061,1903,2239,2330,2456,2163,32152,
20140602,253 ,1,2,53604,2279,681,1,0,3635,60200,
20140602,254 ,0,1,11126,1181,1464,1759,3467,492,19489,
20140602,254 ,0,2,26601,1257,682,0,0,2074,30614,
20140602,254 ,1,1,11302,1037,1340,1435,2638,1274,19026,
20140602,254 ,1,2,25422,1136,685,0,1,2008,29252,
20140602,651 ,0,1,7049,365,350,339,461,253,8817,
20140602,651 ,0,2,14559,406,691,0,0,903,16559,
20140602,651 ,1,1,7152,395,418,309,382,650,9306,
20140602,651 ,1,2,14923,441,654,0,0,988,17006,
20140602,685 ,0,1,5595,757,1230,1481,2849,206,12118,
20140602,685 ,0,2,14955,800,724,0,0,923,17402,
20140602,685 ,1,1,4691,816,1189,1352,2541,426,11015,
20140602,685 ,1,2,13069,821,759,1,0,863,15513,
20140603,101 ,0,1,23689,1406,1741,1514,685,732,29767,
20140603,101 ,0,2,56078,1906,7745,0,16,2768,68513,
20140603,101 ,1,1,23014,1583,1889,2292,1031,2067,31876,
20140603,101 ,1,2,54692,2233,7991,2,1,2900,67819,
20140603,190 ,0,1,15096,1639,2102,1866,1129,447,22279,
20140603,190 ,0,2,35712,2099,1930,0,0,1756,41497,
20140603,190 ,1,1,14603,1620,1838,2252,1255,1179,22747,
20140603,190 ,1,2,35195,2048,2025,0,1,1822,41091,
20140603,253 ,0,1,21871,1615,2274,2024,1649,815,30248,
20140603,253 ,0,2,58257,2179,758,0,0,3823,65017,
20140603,253 ,1,1,21349,1949,2303,2775,2599,2229,33204,
20140603,253 ,1,2,55958,2185,793,0,0,3650,62586,
20140603,254 ,0,1,10214,1134,1421,1637,3412,508,18326,
20140603,254 ,0,2,25853,1246,672,0,0,2059,29830,
20140603,254 ,1,1,10773,1140,1373,1576,2694,1233,18789,
20140603,254 ,1,2,25202,1104,541,0,0,1934,28781,
20140603,651 ,0,1,7580,333,321,342,395,289,9260,
20140603,651 ,0,2,15864,412,766,0,0,894,17936,
20140603,651 ,1,1,6516,335,374,303,371,642,8541,
20140603,651 ,1,2,14300,454,726,0,0,907,16387,
20140603,685 ,0,1,4771,804,1284,1421,2952,170,11402,
20140603,685 ,0,2,13578,746,761,0,0,911,15996,
20140603,685 ,1,1,4601,835,1190,1509,2736,432,11303,
